"Status","Updated_At","Location","what_participant_group","percent_fundemental_research_current","percent_Use_inspired_Research_current","percent_Applied_Research_current","changed_10yrs","percent_Fundamental_Research_past","percent_Use_inspired_Research_past","percent_Applied_Research_past","Main_reason_change_interest_related","Main_reason_change_Career_related","Main_reason_change_Funding_related","Main_reason_change_Socially_related","Main_reason_change_Other","Main_reason_change_Other_text","view_change_of_type","partnership_outside","partnership_change_10yrs","partnership_outside_before","reason_partnership_change_interest","reason_partnership_change_career","reason_partnership_change_socially","reason_partnership_change_funding","reason_partnership_change_other","reason_partnership_change_other_text","view_change_partnership","external_pi_grant_11_15_fundamental","external_pi_grant_11_15_use","external_pi_grant_11_15_applied","external_pi_grant_6_10_fundamental","external_pi_grant_6_10_use","external_pi_grant_6_10_applied","successful_grants_11_15_fundamental","successful_grants_11_15_use","successful_grants_11_15_applied","successful_grants_6_10_fundamental","successful_grants_6_10_use","successful_grants_6_10_applied","practical_applications_important_11_15","practical_applications_important_6_10","include_nonacademia_partners_success_11_15","include_nonacademia_partners_success_6_10","distribution_funding_11_15_internal","distriution_funding_11_15_government","distriution_funding_11_15_for_profit","distriution_funding_11_15_nongov","distriution_funding_11_15_other","distriution_funding_11_15_other_text","distriution_funding_6_10_internal","distriution_funding_6_10_government","distriution_funding_6_10_for_profit","distriution_funding_6_10_nongov","distriution_funding_6_10_other","distriution_funding_6_10_other_text","success_change_10yrs_fundamental","success_change_10yrs_use","success_change_10yrs_applied","opinion_fundamental_important","high_priority_fundamental","high_priority_use_inspired","high_priority_applied","high_priority_no_change","high_priority_comments","available_funding_fundamental","available_funding_use_inspired","available_funding_applied","next_generation","next_generation_Comments","field_research","PhD_Year","Country_work","gender","Country","nation"
"Complete","6/27/16 20:02","Ontario","Senior academic researcher with >10 years of experience applying for research grants","80%","50%","70%","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","3-Jan","70%","70%","70%","70%","70%","No need for applications for this research type","Very important","Very important","Quite important","Quite important","10%","80%","10%","0%","0%","","10%","80%","0%","0%","0%","","Stayed the same","Stayed the same","Stayed the same","Very important",NA,NA,NA,1,"","Will decrease slightly","Will decrease slightly","Will decrease slightly","Will decrease slightly","","Engineering","","","Male","Canada","Netherlands"
"Complete","6/27/16 20:02","Quebec","Senior academic researcher with >10 years of experience applying for research grants","90%","10%","","No","","","",NA,NA,NA,NA,NA,"","","No partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","","3-Jan","6-Apr","","0","90%","","100%","90%","","","Very important","Very important","Quite important","Quite important","","100%","","","","","","100%","","","","","Decreased","Increased","Increased","Not very important",NA,NA,1,NA,"","Will decrease slightly","Will stay the same","Will increase slightly","Will decrease slightly","","Natural Science","1985","Canada","Male","Canada","Canada"
"Complete","6/27/16 20:03","Ontario","Senior academic researcher with >10 years of experience applying for research grants","40%","30%","30%","Yes","80%","10%","10%",1,NA,1,1,NA,"","Slightly positive","Some partnership","Yes","No partnership",1,1,1,1,NA,"","Slightly positive","3-Jan","3-Jan","3-Jan","6-Apr","0","0","0%","100%","100%","100%","100%","100%","Very important","Quite important","Quite important","Not very important","20%","40%","20%","20%","","","10%","90%","","","","","Decreased considerably","Can't comment","Can't comment","Somewhat important",NA,1,1,NA,"","Will decrease slightly","Will decrease slightly","Will decrease slightly","Will decrease considerably","","Natural Science","1989","Canada","Male","Canada","Canada"
"Complete","6/27/16 20:03","Alberta","Senior academic researcher with >10 years of experience applying for research grants","90%","10%","10%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","0","3-Jan","6-Apr","0","3-Jan","50%","No need for applications for this research type","50%","50%","No need for applications for this research type","50%","Not at all important","Not at all important","Somewhat important","Somewhat important","10%","90%","0%","0%","0%","","10%","90%","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Stayed the same","Can't comment","Stayed the same","Somewhat important",NA,1,1,NA,"","Will increase slightly","Will increase slightly","Will increase slightly","Will increase slightly","","Physical Science (eg. math, physics, chemistry, computer science)","1980","Canada","Male","Canada","Canada"
"Complete","6/27/16 20:02","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","20%","30%","50%","Can't comment (new researcher)","","","",NA,NA,NA,NA,NA,"","","Some partnership","Can't comment (new researcher)","",NA,NA,NA,NA,NA,"","","3-Jan","6-Apr","6-Apr","0","0","0","10%","30%","50%","No need for applications for this research type","No need for applications for this research type","No need for applications for this research type","Mandatory","Can't comment","Quite important","Can't comment","30%","30%","30%","10%","0%","","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Increased","Increased considerably","Not very important",NA,1,1,NA,"","Will decrease considerably","Will decrease slightly","Will increase considerably","Will decrease considerably","","Physical Science (eg. math, physics, chemistry, computer science)","2011","Canada","Male","Canada","Canada"
"Complete","6/27/16 20:13","Alberta","Senior academic researcher with >10 years of experience applying for research grants","20%","40%","40%","No","","","",NA,NA,NA,NA,NA,"","","Some partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","3-Jan","","3-Jan","3-Jan","3-Jan","0%","50%","No need for applications for this research type","100%","100%","100%","Very important","Mandatory","Quite important","Mandatory","","100%","","","","","","50%","50%","","","","Decreased considerably","Increased","Increased","Very important",NA,1,1,NA,"","Will increase slightly","Will stay the same","Will stay the same","","unclear choices for answer","Physical Science (eg. math, physics, chemistry, computer science)","1999","Canada","Male","Canada","Canada"
"Complete","6/27/16 20:22","New York","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","20%","30%","40%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","3-Jan","6-Apr","6-Apr","","","","50%","60%","70%","","","","Very important","","Quite important","","20%","60%","20%","","","","","","","","","","Decreased","Increased","Increased","Somewhat important",NA,NA,1,NA,"The Canadian government has a VERY near-sighted view of research that should be funded. The NSERC strategic priority areas are an example of an ill-thought process that prioritises the views of a few people to define priorities and then earmarks 80% of the funding to those areas, reserving maximum 20% of the funding for other topics (these other topics still must generally link to the priorities). To get these grants there must be companies or government agencies signed on, which seems like the government wanting to see partnerships as a 'legitimising' litmus test for grant applications. NSERC also offers curiosity based ""Discovery Grants"" but these are rather small awards. Genome Canada is another funding agency that is skewed heavily towards applied research. Many canadian funding sources demand that ""matching funding"" is in place - this seems like a mechanism whereby agencies don't have the budget (or, I'd say, don't have the courage) to fund a full project. It also offloads the decision making to others, i.e., if there's matching funding from someone else, the research must be a good idea.","Will increase slightly","Will stay the same","Will stay the same","Will stay the same","Many are hopeful that the new Liberal government, elected in Fall 2015, will re-energize basic/fundamental/curiosity driven research through new mechanisms in the research funding landscape. Currently the funding is too strongly geared towards industry.","Natural Science","2004","Canada","Male","USA","Canada"
"Complete","6/27/16 20:08","Ontario","Senior academic researcher with >10 years of experience applying for research grants","0%","10%","90%","Yes","90%","0%","10%",NA,NA,1,NA,NA,"","Very negative","Some partnership","Yes","No partnership",NA,NA,NA,1,NA,"","Very negative","","","3-Jan","3-Jan","","3-Jan","No need for applications for this research type","No need for applications for this research type","50%","50%","No need for applications for this research type","50%","Mandatory","Very important","Quite important","Somewhat important","30%","70%","0%","0%","0%","","0%","90%","0%","10%","0%","","Decreased considerably","Increased","Increased considerably","Not very important",NA,1,1,NA,"","Will decrease slightly","Will increase slightly","Will increase considerably","Will decrease considerably","We are already seeing a marked disinterest in research of the form done via graduate school.  In parallel, there is a marked increase in interest in innovation in general.","Engineering","1984","Canada","Male","Canada","Canada"
"Complete","6/27/16 20:26","Japan","Senior academic researcher with >10 years of experience applying for research grants","50%","50%","0%","No","","","",NA,NA,NA,NA,NA,"","","Strong partnership","No","",NA,NA,NA,NA,NA,"","","6-Apr","6-Apr","0","6-Apr","9-Jul","0","10%","50%","No need for applications for this research type","100%","80%","No need for applications for this research type","Mandatory","Quite important","Mandatory","Somewhat important","0%","40%","0%","60%","0%","","New researcher (no funding in these years)","90%","10%","New researcher (no funding in these years)","New researcher (no funding in these years)","","Decreased considerably","Decreased","Can't comment","Not very important",NA,1,NA,NA,"I worked in Japan (as a faculty member of university) and am working in Canada (as a faculty member of university). In Japan, I had more than $500K/year research fund for more than 10 years. Nearly 100% of these funds came from Government. They did not require to collaborate with Industry and others, and complete fundamental researches were sufficiently funded. In Canada, in my impression, except NSERC Discovery (very small fund; in Japan, this scale fund is for very early stage young researchers. Professors and associate professors in the top ranked universities do not apply to such small scale fund.), we need to find the fund partner in industry, NPO or others. In my personal case, the industries do not like to support the fundamental research at all. Hence, at the present, my priority is to conduct used-inspired research. Certainly, this strengthens the competition power of industry, but this weakens the competition of hunting the jobs by graduate students in the world.","Will decrease considerably","Will increase slightly","Can't comment","Will decrease considerably","If our students look for the jobs within Canada, I guess this may not be problem. However, as Prof. Obama said to the high school students of US some years ago, if our students have to compete with other students (from China, India, Middle East countries, etc.) in the same generation all over the world, the lack of fundamental and advance knowledge/skill/experience will be a critical weak point. ""Can speak English"" is not a competition power now.","Engineering","1993","Canada","Male","Japan","Canada"
"Complete","6/27/16 20:19","Ontario","Senior academic researcher with >10 years of experience applying for research grants","10%","","90%","Yes","30%","","70%",NA,NA,1,NA,NA,"","Very negative","Strong partnership","Yes","Some partnership",NA,NA,NA,1,NA,"","Very negative","16+","","","9-Jul","","","100%","","80%","100%","","90%","Mandatory","Very important","Mandatory","Quite important","10%","50%","40%","","","","10%","60%","30%","","","","Can't comment","Can't comment","Increased considerably","Not very important",NA,NA,1,NA,"","Will decrease slightly","Can't comment","Will increase considerably","Can't comment","","Engineering","1996","Canada","Male","Canada","Canada"
