"","Location","Country","gender","type_past","percent_past"
"1214","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1215","Massachusetts","USA","Male","percent_Fundamental_Research_past",70
"1216","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1217","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",20
"1218","Ontario","Canada","Female","percent_Fundamental_Research_past",60
"1219","Saskatchewan","Canada","Male","percent_Fundamental_Research_past",90
"1220","Quebec","Canada","Female","percent_Fundamental_Research_past",90
"1221","Quebec","Canada","Female","percent_Fundamental_Research_past",80
"1222","Poland","Poland","Male","percent_Fundamental_Research_past",80
"1223","Quebec","Canada","Male","percent_Fundamental_Research_past",80
"1224","New Brunswick","Canada","Other","percent_Fundamental_Research_past",90
"1225","New Brunswick","Canada","Male","percent_Fundamental_Research_past",90
"1226","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"1227","Tanzania","Tanzania","Male","percent_Fundamental_Research_past",0
"1228","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",70
"1229","Quebec","Canada","Male","percent_Fundamental_Research_past",40
"1230","British Columbia","Canada","Male","percent_Fundamental_Research_past",20
"1231","Quebec","Canada","Female","percent_Fundamental_Research_past",70
"1232","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1233","British Columbia","Canada","Male","percent_Fundamental_Research_past",70
"1234","Ontario","Canada","Male","percent_Fundamental_Research_past",60
"1235","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"1236","Germany","Germany","Male","percent_Fundamental_Research_past",40
"1237","Italy","Italy","Female","percent_Fundamental_Research_past",40
"1238","","","Male","percent_Fundamental_Research_past",40
"1239","Quebec","Canada","Male","percent_Fundamental_Research_past",0
"1240","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1241","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",100
"1242","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1243","California","USA","Male","percent_Fundamental_Research_past",30
"1244","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1245","Ontario","Canada","Female","percent_Fundamental_Research_past",80
"1246","Nova Scotia","Canada","Female","percent_Fundamental_Research_past",100
"1247","Ontario","Canada","Female","percent_Fundamental_Research_past",50
"1248","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",20
"1249","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1250","New Mexico","USA","Female","percent_Fundamental_Research_past",100
"1251","New Brunswick","Canada","Male","percent_Fundamental_Research_past",100
"1252","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1253","","","Male","percent_Fundamental_Research_past",80
"1254","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1255","Ontario","Canada","Male","percent_Fundamental_Research_past",70
"1256","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1257","","","Female","percent_Fundamental_Research_past",70
"1258","Ontario","Canada","Other","percent_Fundamental_Research_past",90
"1259","Sweden","Sweden","Female","percent_Fundamental_Research_past",20
"1260","Denmark","Denmark","Male","percent_Fundamental_Research_past",40
"1261","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"1262","British Columbia","Canada","Female","percent_Fundamental_Research_past",30
"1263","Ontario","Canada","Male","percent_Fundamental_Research_past",40
"1264","Quebec","Canada","Male","percent_Fundamental_Research_past",90
"1265","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1266","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",90
"1267","Brazil","Brazil","Male","percent_Fundamental_Research_past",0
"1268","Greece","Greece","Male","percent_Fundamental_Research_past",80
"1269","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1270","France","France","Male","percent_Fundamental_Research_past",10
"1271","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1272","Denmark","Denmark","Male","percent_Fundamental_Research_past",80
"1273","","","Male","percent_Fundamental_Research_past",90
"1274","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",50
"1275","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1276","British Columbia","Canada","Male","percent_Fundamental_Research_past",60
"1277","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",40
"1278","Quebec","Canada","Female","percent_Fundamental_Research_past",100
"1279","British Columbia","Canada","Female","percent_Fundamental_Research_past",100
"1280","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1281","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1282","British Columbia","Canada","Female","percent_Fundamental_Research_past",100
"1283","Germany","Germany","Male","percent_Fundamental_Research_past",30
"1284","Cameroon","Cameroon","Male","percent_Fundamental_Research_past",40
"1285","","","Female","percent_Fundamental_Research_past",100
"1286","Netherlands","Netherlands","Male","percent_Fundamental_Research_past",0
"1287","Alberta","Canada","Male","percent_Fundamental_Research_past",60
"1288","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1289","Ontario","Canada","Male","percent_Fundamental_Research_past",70
"1290","British Columbia","Canada","Male","percent_Fundamental_Research_past",80
"1291","Alberta","Canada","Male","percent_Fundamental_Research_past",100
"1292","Quebec","Canada","","percent_Fundamental_Research_past",0
"1293","Chile","Chile","Male","percent_Fundamental_Research_past",80
"1294","New Brunswick","Canada","Male","percent_Fundamental_Research_past",100
"1295","Ontario","Canada","","percent_Fundamental_Research_past",50
"1296","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1297","","","Male","percent_Fundamental_Research_past",100
"1298","France","France","Male","percent_Fundamental_Research_past",100
"1299","Israel","Israel","Male","percent_Fundamental_Research_past",54.5454545454545
"1300","Israel","Israel","Male","percent_Fundamental_Research_past",0
"1301","Israel","Israel","Other","percent_Fundamental_Research_past",90
"1302","","","Male","percent_Fundamental_Research_past",90
"1303","Israel","Israel","Female","percent_Fundamental_Research_past",90
"1304","Israel","Israel","Female","percent_Fundamental_Research_past",10
"1305","Israel","Israel","Male","percent_Fundamental_Research_past",40
"1306","Ontario","Canada","Female","percent_Fundamental_Research_past",80
"1307","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",90
"1308","Israel","Israel","Male","percent_Fundamental_Research_past",100
"1309","","","Female","percent_Fundamental_Research_past",30
"1310","Israel","Israel","Male","percent_Fundamental_Research_past",70
"1311","","","Male","percent_Fundamental_Research_past",90
"1312","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1313","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1314","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",90
"1315","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",40
"1316","New Brunswick","Canada","Female","percent_Fundamental_Research_past",80
"1317","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1318","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1319","Israel","Israel","Female","percent_Fundamental_Research_past",43.4782608695652
"1320","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",30
"1321","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1322","Ontario","Canada","Male","percent_Fundamental_Research_past",30
"1323","Ontario","Canada","Other","percent_Fundamental_Research_past",30
"1324","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1325","British Columbia","Canada","Male","percent_Fundamental_Research_past",50
"1326","Ontario","Canada","Female","percent_Fundamental_Research_past",40
"1327","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1328","","","Male","percent_Fundamental_Research_past",90
"1329","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1330","Manitoba","Canada","Male","percent_Fundamental_Research_past",100
"1331","British Columbia","Canada","Male","percent_Fundamental_Research_past",80
"1332","Alberta","Canada","Male","percent_Fundamental_Research_past",70
"1333","Ontario","Canada","Female","percent_Fundamental_Research_past",0
"1334","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1335","Quebec","Canada","Female","percent_Fundamental_Research_past",100
"1336","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1337","Alberta","Canada","Male","percent_Fundamental_Research_past",70
"1338","Quebec","Canada","Male","percent_Fundamental_Research_past",0
"1339","","","Male","percent_Fundamental_Research_past",100
"1340","British Columbia","Canada","Female","percent_Fundamental_Research_past",100
"1341","","","Male","percent_Fundamental_Research_past",40
"1342","Germany","Germany","Male","percent_Fundamental_Research_past",50
"1343","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1344","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1345","Alberta","Canada","Male","percent_Fundamental_Research_past",90
"1346","","","Male","percent_Fundamental_Research_past",80
"1347","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1348","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",90
"1349","Quebec","Canada","Female","percent_Fundamental_Research_past",50
"1350","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",100
"1351","Ontario","Canada","Male","percent_Fundamental_Research_past",0
"1352","Quebec","Canada","Male","percent_Fundamental_Research_past",60
"1353","British Columbia","Canada","Male","percent_Fundamental_Research_past",70
"1354","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",100
"1355","","","Male","percent_Fundamental_Research_past",100
"1356","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",70
"1357","British Columbia","Canada","Male","percent_Fundamental_Research_past",60
"1358","Newfoundland and Labrador","Canada","Female","percent_Fundamental_Research_past",70
"1359","Ontario","Canada","Male","percent_Fundamental_Research_past",60
"1360","Ontario","Canada","Female","percent_Fundamental_Research_past",70
"1361","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1362","Quebec","Canada","Male","percent_Fundamental_Research_past",100
"1363","Ontario","Canada","Male","percent_Fundamental_Research_past",100
"1364","Ontario","Canada","Female","percent_Fundamental_Research_past",100
"1365","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1366","British Columbia","Canada","Male","percent_Fundamental_Research_past",100
"1367","Saskatchewan","Canada","Male","percent_Fundamental_Research_past",60
"1368","Alberta","Canada","Male","percent_Fundamental_Research_past",90
"1369","Manitoba","Canada","Female","percent_Fundamental_Research_past",50
"1370","Nova Scotia","Canada","Male","percent_Fundamental_Research_past",0
"1371","Ontario","Canada","Male","percent_Fundamental_Research_past",50
"1372","British Columbia","Canada","Male","percent_Fundamental_Research_past",90
"1373","Newfoundland and Labrador","Canada","Male","percent_Fundamental_Research_past",100
"1374","","","Female","percent_Fundamental_Research_past",50
"1375","Manitoba","Canada","Female","percent_Fundamental_Research_past",100
"1376","Alberta","Canada","Male","percent_Fundamental_Research_past",70
"1377","Ontario","Canada","Male","percent_Fundamental_Research_past",90
"1378","British Columbia","Canada","Male","percent_Fundamental_Research_past",90
"1379","British Columbia","Canada","Female","percent_Fundamental_Research_past",30
"1380","Ontario","Canada","Male","percent_Fundamental_Research_past",80
"1381","","","Male","percent_Fundamental_Research_past",40
"1382","Washington","USA","Male","percent_Fundamental_Research_past",100
