"Country","Country_work","gender","nation","Location","what_participant_group","field_research","id","year","level"
"Canada","Canada","Male","Canada","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1835,"include_nonacademia_partners_success_11_15","Somewhat important"
"","Bangladesh","Male","Bangladesh","","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1836,"include_nonacademia_partners_success_11_15","Somewhat important"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1837,"include_nonacademia_partners_success_11_15","Somewhat important"
"Bangladesh","Bangladesh","Male","Bangladesh","Bangladesh","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1838,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Female","United States","Hawaii","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1839,"include_nonacademia_partners_success_11_15","Not very important"
"Indonesia","Indonesia","Male","Indonesia","Indonesia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1840,"include_nonacademia_partners_success_11_15","Mandatory"
"France","Canada","Male","Canada","France","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1841,"include_nonacademia_partners_success_11_15","Not very important"
"United States","United States","Female","United States","California","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1842,"include_nonacademia_partners_success_11_15","Somewhat important"
"","Canada","Female","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1843,"include_nonacademia_partners_success_11_15","Quite important"
"United States","","Male","United States","California","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1844,"include_nonacademia_partners_success_11_15","Quite important"
"United Kingdom","United States","Female","United States","United Kingdom","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1845,"include_nonacademia_partners_success_11_15","Somewhat important"
"United States","United States","Male","United States","Florida","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1846,"include_nonacademia_partners_success_11_15","Not at all important"
"Canada","Canada","Female","Canada","Quebec","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Other",1847,"include_nonacademia_partners_success_11_15","Can't comment"
"Canada","Canada","Male","Canada","Ontario","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Natural Science",1848,"include_nonacademia_partners_success_11_15","Can't comment"
"Canada","","Male","Canada","Quebec","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1849,"include_nonacademia_partners_success_11_15","Quite important"
"Nigeria","Nigeria","Male","Nigeria","Nigeria","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1850,"include_nonacademia_partners_success_11_15","Not very important"
"Canada","Canada","Female","Canada","British Columbia","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1851,"include_nonacademia_partners_success_11_15","Quite important"
"United States","United States","Male","United States","Hawaii","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1852,"include_nonacademia_partners_success_11_15","Not very important"
