"Country","Country_work","nation","gender","Location","what_participant_group","field_research","id","year","level"
"Canada","Canada","Canada","Female","Alberta","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1569,"practical_applications_important_11_15","Very important"
"","Canada","Canada","Male","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1570,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Male","Alberta","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Engineering",1571,"practical_applications_important_11_15","Mandatory"
"Canada","Canada","Canada","Female","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",1572,"practical_applications_important_11_15","Not at all important"
"Latvia","Canada","Canada","Male","Latvia","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1573,"practical_applications_important_11_15","Quite important"
"Canada","Canada","Canada","Female","Alberta","Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future","Social Science / Humanities",1574,"practical_applications_important_11_15","Somewhat important"
"Canada","Canada","Canada","Female","British Columbia","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",1575,"practical_applications_important_11_15","Very important"
"Switzerland","Canada","Canada","Male","Switzerland","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1576,"practical_applications_important_11_15","Very important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1577,"practical_applications_important_11_15","Somewhat important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1578,"practical_applications_important_11_15","Can't comment"
"Canada","Canada","Canada","Male","Ontario","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",1579,"practical_applications_important_11_15","Mandatory"
"","Canada","Canada","Male","","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",1580,"practical_applications_important_11_15","Very important"
"Germany","Germany","Germany","Male","Germany","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",1581,"practical_applications_important_11_15","Quite important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1582,"practical_applications_important_11_15","Somewhat important"
"Israel","Israel","Israel","Male","Israel","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",1583,"practical_applications_important_11_15","Quite important"
"Germany","Germany","Germany","Male","Germany","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Physical Science (eg. math, physics, chemistry, computer science)",1584,"practical_applications_important_11_15","Very important"
