Status,Location,what_participant_group,percent_fundemental_research_current,percent_Use_inspired_Research_current,percent_Applied_Research_current,changed_10yrs,percent_Fundamental_Research_past,percent_Use_inspired_Research_past,percent_Applied_Research_past,Main_reason_change_interest_related,Main_reason_change_Career_related,Main_reason_change_Funding_related,Main_reason_change_Socially_related,Main_reason_change_Other,Main_reason_change_Other_text,view_change_of_type,level_partnership_outside_academia,Level_partnership_outside_academia_change_10yrs,level_partnership_outside_academia_before_shift,Main_reason_level_partnership_change_Interest_related,Main_reason_level_partnership_change_Career_related,Main_reason_level_partnership_change_Socially_related,Main_reason_level_partnership_change_Funding_related,Main_reason_level_partnership_change_Other,Main_reason_level_partnership_change_Other_text,view_change_level_partnership_outside_academia,estimate_external_pi_grant_apps_2011_2015_Fundamental_Research,estimate_external_pi_grant_apps_2011_2015_Use-inspired_Research,estimate_external_pi_grant_apps_2011_2015_Applied_Research,estimate_external_pi_grant_apps_2006_2010_Fundamental_Research,estimate_external_pi_grant_apps_2006_2010_Use-inspired_Research,estimate_external_pi_grant_apps_2006_2010_Applied_Research,estimate_successful_grants_2011_2015_Fundamental_Research,estimate_successful_grants_2011_2015_Use-inspired_Research,estimate_successful_grants_2011_2015_Applied_Research,estimate_successful_grants_2006_2010_Fundamental_Research,estimate_successful_grants_2006_2010_Use-inspired_Research,estimate_successful_grants_2006_2010_Applied_Research,suggesting_practical_applications_important_to_grant_success_2011_2015,Main_reason_level_partnership_change_Other_text,based_your_grant_important_include_nonacademia_partners_success_2011_2015,based_your_grant_important_include_nonacademia_partners_success_2006_2010,estimate_distribution_funding_sources_2011_2015_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Government,based_your_grant_important_include_nonacademia_partners_success_2011_2015_For_profit_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2011_2015_Other,based_your_grant_important_include_nonacademia_partners_success_2011_2015_other_text,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Internal_Institutional,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Government,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Forprofit_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Nongovernmental_sector,based_your_grant_important_include_nonacademia_partners_success_2006_2010_Other,based_your_grant_important_include_nonacademia_partners_success_2006_2010_other_text,general_grant_success_change_10yrs_Fundamental_Research,general_grant_success_change_10yrs_Use_inspired_Research,general_grant_success_change_10yrs_Applied_Research,opinion_fundamental_important,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_comments,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,next_generation_Comments,field_research,PhD_Year,Country_work,gender
Complete,Belgium,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",90%,10%,,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,,,3-Jan,,,80%,,,90%,,,Somewhat important,Somewhat important,Not at all important,Not at all important,100%,,,,,,100%,,,,,,Decreased considerably,Increased,Increased considerably,Somewhat important,,,,1,,Will decrease considerably,Will stay the same,Will increase considerably,Will decrease considerably,,Social Science / Humanities,2012,Belgium,Male
Complete,California,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,20%,20%,Yes,50%,20%,30%,,1,1,,,,Very positive,Some partnership,No,,,,,,,,,3-Jan,6-Apr,9-Jul,3-Jan,3-Jan,3-Jan,10%,80%,70%,0%,10%,20%,Very important,Very important,Quite important,Quite important,50%,,50%,,,,40%,,60%,,,,Decreased considerably,Stayed the same,Increased,Very important,,,1,,,Will decrease considerably,Will increase slightly,Will increase slightly,Will decrease considerably,,Medicine and Life Science,2009,United States,Female
Incomplete,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Netherlands,Senior academic researcher with >10 years of experience applying for research grants,60%,40%,,Yes,100%,,,1,,1,,,,Very positive,No partnership,No,,,,,,,,,6-Apr,6-Apr,,9-Jul,,,20%,20%,,20%,,,Somewhat important,Somewhat important,Not at all important,Not at all important,10%,90%,,,,,10%,70%,,20%,,,Decreased,Decreased,Can't comment,Very important,,1,,,,Will decrease slightly,Will stay the same,,Will decrease considerably,,Medicine and Life Science,1997,United States,Male
Complete,,Senior academic researcher with >10 years of experience applying for research grants,80%,20%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,3-Jan,3-Jan,0,3-Jan,0,0,100%,No need for applications for this research type,No need for applications for this research type,70%,No need for applications for this research type,No need for applications for this research type,Somewhat important,Somewhat important,Not very important,Not very important,0%,90%,0%,10%,,,10%,90%,0%,0%,,,Decreased,Stayed the same,Increased considerably,Somewhat important,,,1,,,Will decrease slightly,Will stay the same,Will increase slightly,Will decrease slightly,,Natural Science,1981,United States,Female
Incomplete,New Zealand,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Montenegro,Non-academic researcher conducting or managing research in industry or government with >10 years of experience,80%,10%,10%,Yes,90%,0%,10%,1,,,,,,Slightly positive,Some partnership,Yes,Some partnership,1,,,,,,Slightly positive,3-Jan,,3-Jan,3-Jan,,,10%,,20%,30%,,,Quite important,Somewhat important,Not very important,,,90%,10%,,,,,100%,,,,,Decreased,,Increased,Not at all important,,,,1,,Can't comment,,Can't comment,Can't comment,,Medicine and Life Science,,Montenegro,Male
Incomplete,Netherlands,Non-academic researcher conducting or managing research in industry or government with <10 years of experience,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Nevada,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,,,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,,,3-Jan,,,20%,No need for applications for this research type,No need for applications for this research type,30%,No need for applications for this research type,No need for applications for this research type,Very important,Very important,Can't comment,Can't comment,70%,30%,,,,,20%,80%,,,,,Decreased,Can't comment,Can't comment,Not very important,,1,1,,,Will decrease slightly,Can't comment,Can't comment,Will decrease slightly,,Social Science / Humanities,2008,United States,Male
Complete,Australia,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,80%,20%,,Yes,100%,10%,0%,1,,1,1,,,Slightly positive,Some partnership,Yes,No partnership,1,,1,1,,,Slightly positive,6-Apr,3-Jan,,0,0,0,50%,0%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Not at all important,Can't comment,Not at all important,Can't comment,30%,70%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,Somewhat important,,,1,,,Will decrease slightly,Can't comment,Can't comment,Will decrease slightly,,Natural Science,2010,Australia,Male
Complete,Australia,Senior academic researcher with >10 years of experience applying for research grants,80%,20%,,No,,,,,,,,,,,No partnership,No,,,,,,,,,12-Oct,3-Jan,,9-Jul,3-Jan,,30%,0%,No need for applications for this research type,90%,0%,No need for applications for this research type,Quite important,Not at all important,Quite important,Not at all important,10%,90%,,,,,,100%,,,,,Decreased,Increased,Increased considerably,Not very important,,,1,,,Will stay the same,Will increase slightly,Will increase considerably,Will stay the same,,Medicine and Life Science,1979,Australia,Male
Complete,Illinois,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",90%,10%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,0,0,0,0,0,0,0%,0%,0%,0%,0%,0%,Can't comment,Can't comment,Can't comment,Can't comment,20%,80%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,Very important,,,,1,,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease slightly,,Social Science / Humanities,2015,United States,Male
Incomplete,Alabama,Senior academic researcher with >10 years of experience applying for research grants,10%,,90%,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,California,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,0,0,3-Jan,0,0,30%,No need for applications for this research type,No need for applications for this research type,100%,No need for applications for this research type,No need for applications for this research type,Very important,Somewhat important,Can't comment,Can't comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,New York,Senior academic researcher with >10 years of experience applying for research grants,90%,0%,10%,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,0,3-Jan,3-Jan,0,0,30%,No need for applications for this research type,No need for applications for this research type,40%,No need for applications for this research type,No need for applications for this research type,Somewhat important,Somewhat important,Not at all important,Not at all important,20%,80%,0%,0%,0%,,10%,90%,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Decreased,Decreased,Somewhat important,,1,1,,,Will decrease slightly,Will increase slightly,Will increase slightly,Will decrease considerably,,Medicine and Life Science,1977,United States,Male
Complete,Australia,Senior academic researcher with >10 years of experience applying for research grants,30%,30%,30%,Yes,80%,10%,10%,1,,,,,,Very positive,Some partnership,Yes,No partnership,,,,,1,It offered a practical solution to a research problem,Very positive,3-Jan,3-Jan,6-Apr,9-Jul,0,3-Jan,20%,20%,40%,20%,20%,40%,Very important,Very important,Not at all important,Not at all important,30%,70%,0%,0%,0%,,30%,70%,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Stayed the same,Increased,Very important,,,1,,,Will decrease slightly,Will decrease slightly,Will increase considerably,Will stay the same,,Interdisciplinary Science,1998,Australia,Female
Complete,China,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,30%,10%,Yes,0%,30%,70%,1,1,,,,,Very positive,Some partnership,Can't comment (new researcher),,,,,,,,,0,3-Jan,0,0,0,0,No need for applications for this research type,10%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Quite important,Can't comment,Can't comment,Can't comment,100%,0%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,Somewhat important,1,1,,,,Will increase considerably,Will increase slightly,Will stay the same,Will increase considerably,,Interdisciplinary Science,2009,China,Male
Incomplete,Australia,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,Israel,Senior academic researcher with >10 years of experience applying for research grants,30%,40%,40%,No,,,,,,,,,,,Some partnership,No,,,,,,,,,3-Jan,3-Jan,,,3-Jan,,,50%,,,50%,,Quite important,Quite important,Somewhat important,Somewhat important,30%,70%,,,,,30%,70%,,,,,Increased,Increased,,Somewhat important,,,,1,,Will stay the same,Will stay the same,Will increase considerably,Will increase considerably,,Social Science / Humanities,1996,Israel,Male
Complete,,Senior academic researcher with >10 years of experience applying for research grants,100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,0,0,3-Jan,0,0,20%,0%,0%,30%,0%,0%,Can't comment,Can't comment,Can't comment,Can't comment,20%,90%,0%,0%,0%,,20%,90%,New researcher (no funding in these years),0%,New researcher (no funding in these years),,Decreased,Stayed the same,Stayed the same,Very important,,,1,,,Will decrease slightly,Will decrease slightly,Will decrease slightly,Will increase considerably,,Natural Science,1999,United States,Male
Complete,Australia,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",90%,10%,0%,Can't comment (new researcher),,,,,,,,,,,Some partnership,Can't comment (new researcher),,,,,,,,,6-Apr,0,0,0,0,0,50%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Quite important,Can't comment,10%,90%,0%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased considerably,Can't comment,Can't comment,Somewhat important,,1,1,,,Will decrease considerably,Will increase slightly,Will increase considerably,Will decrease slightly,"I'm honestly pretty worried about the research availability here (Australia) and in the UK (where I did my PhD) over the next few years. Research grant money is decreasing, everything needs to have an end use in mind even if you don't yet know what that will be, and commercial research is being emphasized over research with social or clinical impact.",Social Science / Humanities,2015,Australia,Female
Complete,Australia,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,60%,30%,10%,Yes,80%,20%,0%,,,1,1,,,Very positive,Some partnership,Yes,Some partnership,,1,,,,,Very positive,6-Apr,3-Jan,0,0,0,0,30%,10%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Can't comment,Can't comment,Can't comment,90%,0%,0%,10%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Can't comment,Can't comment,Somewhat important,,1,1,,,Will stay the same,Will increase slightly,Will increase slightly,Will decrease slightly,,Medicine and Life Science,2008,Australia,Male
Complete,Australia,Senior academic researcher with >10 years of experience applying for research grants,100%,0%,0%,No,,,,,,,,,,,No partnership,No,,,,,,,,,6-Apr,0,0,6-Apr,0,0,100%,No need for applications for this research type,No need for applications for this research type,70%,No need for applications for this research type,No need for applications for this research type,Somewhat important,Not at all important,Not at all important,Not at all important,10%,90%,0%,0%,0%,,10%,90%,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased considerably,Increased considerably,Increased,Not at all important,,1,1,,"My government wants instantly applicable results, and have absolutely no idea where new ideas and other innovation comes from.",Will decrease considerably,Will increase considerably,Will increase considerably,Will decrease slightly,The fundamental problem is that high schools actively discourage curiosity and to many people being curious is a waste of time.  Band for young scientists!,Natural Science,1972,Australia,Male
Complete,Australia,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,80%,10%,10%,Can't comment (new researcher),,,,,,,,,,,Some partnership,Can't comment (new researcher),,,,,,,,,3-Jan,3-Jan,0,0,0,0,0%,0%,0%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Quite important,Can't comment,Somewhat important,Can't comment,60%,,40%,0%,0%,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Decreased,Increased considerably,Increased,Somewhat important,,1,1,,,Will decrease slightly,Will increase considerably,Will increase slightly,Will stay the same,,Interdisciplinary Science,2015,Australia,Male
Complete,Australia,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",10%,40%,50%,Can't comment (new researcher),,,,,,,,,,,Some partnership,Can't comment (new researcher),,,,,,,,,0,0,3-Jan,0,0,0,No need for applications for this research type,No need for applications for this research type,100%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Mandatory,Can't comment,Somewhat important,Can't comment,30%,30%,0%,40%,,,New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),New researcher (no funding in these years),,Can't comment,Can't comment,Can't comment,Not at all important,,1,1,,,Can't comment,Will increase slightly,Will increase slightly,Can't comment,,Natural Science,2015,Australia,Male
Incomplete,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Incomplete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Complete,,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,80%,10%,10%,Yes,100%,,,1,1,1,1,,,Very negative,Some partnership,Yes,No partnership,1,1,1,1,,,Very negative,9-Jul,3-Jan,3-Jan,13-15,,,10%,10%,,80%,,,Very important,Not at all important,Mandatory,Somewhat important,80%,,,20%,,,,80%,,20%,,,Decreased considerably,Increased,Increased considerably,Not at all important,,,1,,,Will decrease considerably,Will increase slightly,Will increase slightly,Will decrease considerably,,Natural Science,2001,Australia,Female
Incomplete,,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",100%,0%,0%,Can't comment (new researcher),,,,,,,,,,,No partnership,Can't comment (new researcher),,,,,,,,,3-Jan,0,0,,,,0%,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
