"Location","nation","id","Country","Country_work","gender","what_participant_group","field_research","total_research","type","percent"
"Quebec","Canada",1237,"Canada","Canada","Female","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_fundemental_research_current",80
"British Columbia","Canada",1241,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_fundemental_research_current",80
"Ontario","Canada",1243,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_fundemental_research_current",20
"Ontario","Canada",1244,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",90,"percent_fundemental_research_current",60
"British Columbia","Canada",1245,"Canada","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_fundemental_research_current",50
"Germany","Canada",1246,"Germany","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",90,"percent_fundemental_research_current",10
"Cameroon","Canada",1247,"Cameroon","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_fundemental_research_current",40
"","Canada",1249,"","Canada","Female","Senior academic researcher with >10 years of experience applying for research grants","Medicine and Life Science",100,"percent_fundemental_research_current",80
"Netherlands","Canada",1253,"Netherlands","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_fundemental_research_current",0
"Alberta","Canada",1256,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",100,"percent_fundemental_research_current",60
"Ontario","Canada",1257,"Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_fundemental_research_current",80
"Ontario","Canada",1258,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_fundemental_research_current",40
"British Columbia","Canada",1261,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",50
"Alberta","Canada",1262,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_fundemental_research_current",90
"Quebec","Canada",1263,"Canada","Canada","","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Social Science / Humanities",100,"percent_fundemental_research_current",0
"Chile","Chile",1266,"Chile","Chile","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Natural Science",100,"percent_fundemental_research_current",60
"New Brunswick","Canada",1267,"Canada","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_fundemental_research_current",70
"Ontario","Canada",1271,"Canada","Canada","","Senior academic researcher with >10 years of experience applying for research grants","Interdisciplinary Science",100,"percent_fundemental_research_current",40
"Ontario","Canada",1272,"Canada","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",100,"percent_fundemental_research_current",90
"","Canada",1277,"","Canada","Male","Early career academic researcher with <10 years experience applying for research grants since completion of PhD","Medicine and Life Science",100,"percent_fundemental_research_current",80
"France","Canada",1282,"France","Canada","Male","Senior academic researcher with >10 years of experience applying for research grants","Natural Science",100,"percent_fundemental_research_current",70
"Israel","Israel",1287,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",110,"percent_fundemental_research_current",45.4545454545455
"Israel","Israel",1289,"Israel","Israel","Male","Senior academic researcher with >10 years of experience applying for research grants","Engineering",50,"percent_fundemental_research_current",90
"Israel","Israel",1290,"Israel","Antarctica","Other","Senior academic researcher with >10 years of experience applying for research grants","Physical Science (eg. math, physics, chemistry, computer science)",90,"percent_fundemental_research_current",80
