Use?,Location,nation,Country,gender,field_research,Country_work,PhD_Year,what_participant_group,id,class,percent_sum_current,percent_sum_previous,percent_applied_research_current,percent_applied_research_past,percent_fundamental_research_current,percent_fundamental_research_past,percent_use_inspired_research_current,percent_use_inspired_research_past,changed_10yrs,main_reason_change_interest_related,main_reason_change_career_related,main_reason_change_funding_related,main_reason_change_socially_related,main_reason_change_other,main_reason_replied,Main_reason_change_Other_text,view_change_of_type,partnership_outside_current,partnership_outside_before,partnership_change_10yrs,reason_partnership_change_interest,reason_partnership_change_career,reason_partnership_change_socially,reason_partnership_change_funding,reason_partnership_change_other,reason_partnership_change_other_text,view_change_partnership,external_pi_grant_11_15_applied,external_pi_grant_11_15_fundamental,external_pi_grant_11_15_use,external_pi_grant_6_10_applied,external_pi_grant_6_10_fundamental,external_pi_grant_6_10_use,successful_grants_11_15_fundamental,successful_grants_11_15_use,successful_grants_11_15_applied,successful_grants_6_10_fundamental,successful_grants_6_10_use,successful_grants_6_10_applied,practical_applications_important_11_15,practical_applications_important_6_10,include_nonacademia_partners_success_11_15,include_nonacademia_partners_success_6_10,distribution_funding_11_15_sum,distribution_funding_11_15_for_profit,distribution_funding_11_15_government,distribution_funding_11_15_internal,distribution_funding_11_15_nongov,distribution_funding_11_15_other,distribution_funding_6_10_sum,distribution_funding_6_10_for_profit,distribution_funding_6_10_government,distribution_funding_6_10_internal,distribution_funding_6_10_nongov,distribution_funding_6_10_other,distribution_funding_11_15_other_text,distribution_funding_6_10_other_text,success_change_10yrs_fundamental,success_change_10yrs_use,success_change_10yrs_applied,opinion_fundamental_important,high_priority_sum,high_priority_fundamental,high_priority_use_inspired,high_priority_applied,high_priority_no_change,high_priority_replied,available_funding_fundamental,available_funding_use_inspired,available_funding_applied,next_generation,high_priority_comments,next_generation_comments,final_comments,OCED_category
1,0,Israel,0,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,2010,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,267,developed,100,100,40,20,60,80,0,0,Can't comment (new researcher),NA,NA,1,NA,NA,1,0,Slightly positive,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,43525,0,0,0,0,0,0,70,0,0,0,Very important,Can't comment,Quite important,Can't comment,100,20,40,40,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Very important,2,1,NA,1,NA,1,Can't comment,Can't comment,Can't comment,Will increase considerably,0,0,0,High Income
1,Israel,Israel,Israel,Female,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,0,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,268,developed,100,100,20,0,80,100,0,0,Yes,NA,NA,1,NA,NA,1,0,Very positive,Some partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Slightly positive,43525,43809,0,0,0,0,20,0,100,0,0,0,Very important,0,Quite important,0,100,0,90,10,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,0,Increased,Somewhat important,1,NA,NA,1,NA,1,Will decrease considerably,0,Will increase considerably,Can't comment,0,0,0,High Income
1,Netherlands,Netherlands,Netherlands,Male,Social Science / Humanities,Netherlands,1999,Senior academic researcher with >10 years of experience applying for research grants,269,developed,100,NA,0,NA,90,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43620,0,0,0,0,20,0,0,Very important,Somewhat important,Somewhat important,Not at all important,100,0,30,70,0,0,100,0,40,60,0,0,0,0,Decreased considerably,Increased,Increased considerably,Somewhat important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will increase considerably,Will stay the same,0,0,0,High Income
1,Germany,France,Germany,Female,Social Science / Humanities,France,2002,Senior academic researcher with >10 years of experience applying for research grants,270,developed,100,NA,0,NA,80,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,43525,0,43525,0,80,100,0,80,100,0,Somewhat important,Somewhat important,Can't comment,Can't comment,100,0,80,20,0,0,100,0,80,20,0,0,0,0,Decreased considerably,Decreased,0,Somewhat important,2,NA,1,1,NA,1,Will decrease considerably,Will decrease slightly,Will increase slightly,Will decrease considerably,0,0,0,High Income
1,Serbia,Serbia,Serbia,Female,Natural Science,Serbia,I did not complete a PhD,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,271,developing,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,0,0,60,0,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Quite important,Can't comment,Quite important,Can't comment,100,0,100,0,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Can't comment,Not very important,1,NA,NA,1,NA,1,Will decrease considerably,Can't comment,Can't comment,Will decrease slightly,0,0,0,Higher Middle Income
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,1973,Senior academic researcher with >10 years of experience applying for research grants,272,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,Some partnership,Yes,NA,NA,NA,1,NA,0,Neutral,43525,43525,0,0,43715,0,50,0,0,60,0,0,Somewhat important,Somewhat important,Not at all important,Not at all important,100,27.27272727,72.72727273,0,0,0,70,NA,NA,NA,NA,NA,0,0,Stayed the same,0,Stayed the same,Very important,1,NA,NA,NA,1,1,Will stay the same,0,Will stay the same,Will stay the same,0,0,0,High Income
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,0,Senior academic researcher with >10 years of experience applying for research grants,273,developed,90,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43715,43525,0,43715,0,40,0,0,40,0,0,Quite important,Quite important,Not very important,Not very important,100,10,80,10,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Not very important,1,NA,1,NA,NA,1,Can't comment,Can't comment,Can't comment,0,0,0,0,High Income
1,France,France,France,Female,Social Science / Humanities,France,2010,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,274,developed,100,100,50,20,10,50,40,30,Yes,NA,1,1,NA,NA,1,0,Slightly negative,Some partnership,No partnership,Yes,NA,NA,1,1,NA,0,Neutral,43620,43525,43525,0,43525,43525,0,10,0,100,100,No need for applications for this research type,Very important,Somewhat important,Not at all important,Not at all important,100,0,0,50,50,0,100,0,0,100,0,0,0,0,Decreased considerably,Increased,Increased considerably,Not very important,2,NA,1,1,NA,1,Will decrease slightly,Will increase slightly,Will stay the same,Will stay the same,0,0,0,High Income
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,2009,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,275,developed,100,NA,30,NA,40,NA,30,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,43525,43525,0,0,0,10,10,20,0,0,0,Very important,Can't comment,Somewhat important,0,100,20,50,30,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Somewhat important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will increase considerably,Will stay the same,0,0,0,High Income
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,1999,Senior academic researcher with >10 years of experience applying for research grants,276,developed,100,100,0,0,100,100,0,0,Yes,1,NA,NA,NA,NA,1,0,Very positive,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43715,0,0,43809,0,80,0,0,60,0,0,Somewhat important,Somewhat important,Not very important,Not very important,100,0,100,0,0,0,100,0,90,10,0,0,0,0,Stayed the same,0,0,Can't comment,1,NA,NA,1,NA,1,Will stay the same,Will increase slightly,Will increase considerably,Will stay the same,0,0,0,High Income
1,Israel,Israel,Israel,Female,Medicine and Life Science,Israel,2002,Senior academic researcher with >10 years of experience applying for research grants,277,developed,160,NA,NA,NA,NA,NA,NA,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,Strong partnership,No partnership,Yes,NA,NA,NA,1,NA,0,Very positive,43620,43620,0,0,43525,0,20,0,60,0,0,30,Quite important,Somewhat important,Quite important,Not very important,100,33.33333333,8.333333333,41.66666667,16.66666667,0,0,NA,NA,NA,NA,NA,0,0,Stayed the same,Decreased,Stayed the same,Somewhat important,2,1,NA,1,NA,1,Can't comment,Can't comment,Can't comment,Can't comment,0,0,0,High Income
1,Michigan,United States,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",United States,2002,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,278,developed,130,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,43620,0,43620,43620,50,40,No need for applications for this research type,60,50,No need for applications for this research type,Very important,Very important,Not very important,Not very important,100,0,90,10,0,0,100,0,80,20,0,0,0,0,Decreased,Stayed the same,Increased,Very important,1,NA,NA,1,NA,1,Will decrease slightly,Will stay the same,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,France,France,France,Female,Other,France,I did not complete a PhD,"Postdoctoral fellow or research assistant with experience applying for research grants, or anticipating the need to apply for grants in the near future",279,developed,100,NA,10,NA,20,NA,70,NA,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,0,No partnership,0,Can't comment (new researcher),NA,NA,NA,NA,NA,0,0,43525,0,43525,0,0,0,No need for applications for this research type,0,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Very important,Can't comment,Can't comment,Can't comment,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Decreased,Increased,Not at all important,1,NA,NA,1,NA,1,Will decrease considerably,Will decrease slightly,Will stay the same,Will decrease considerably,0,0,0,High Income
1,Romania,Romania,Romania,Male,Social Science / Humanities,Romania,2010,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,280,developed,100,NA,0,NA,90,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,0,0,0,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Can't comment,Can't comment,Somewhat important,Not at all important,100,0,60,40,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Stayed the same,Increased considerably,Not at all important,2,NA,1,1,NA,1,Will decrease considerably,Will decrease slightly,Will stay the same,Will decrease slightly,0,0,0,High Income
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,2000,Senior academic researcher with >10 years of experience applying for research grants,282,developed,100,NA,30,NA,70,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43809,43525,43525,43809,43525,40,80,80,40,80,80,Quite important,Quite important,Not very important,Not very important,100,10,90,0,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased considerably,Increased,Increased considerably,Somewhat important,1,NA,NA,1,NA,1,Will decrease considerably,Will stay the same,Will increase considerably,Will stay the same,0,0,0,High Income
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,1994,Senior academic researcher with >10 years of experience applying for research grants,283,developed,100,100,0,0,80,100,20,0,Yes,1,NA,1,NA,NA,1,0,Very positive,Some partnership,No partnership,Yes,1,NA,NA,1,NA,0,Very positive,0,43620,43525,0,43525,0,80,100,0,90,0,0,Quite important,Not at all important,Quite important,Not at all important,100,0,80,10,10,0,80,NA,NA,NA,NA,NA,0,0,Stayed the same,Increased,0,Very important,1,NA,NA,NA,1,1,Will stay the same,Will increase slightly,Will increase slightly,Can't comment,0,0,0,High Income
1,Switzerland,Israel,Switzerland,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,1967,Senior academic researcher with >10 years of experience applying for research grants,284,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43525,0,0,43525,0,100,0,0,70,0,0,Not at all important,Not at all important,Can't comment,Can't comment,100,0,0,0,100,0,0,NA,NA,NA,NA,NA,0,0,Decreased,0,0,Not at all important,1,NA,NA,NA,1,1,Can't comment,0,0,Will increase slightly,0,0,0,High Income
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,2010,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,285,developed,100,NA,10,NA,90,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43715,0,0,0,0,50,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,No need for applications for this research type,Somewhat important,Can't comment,Not at all important,Not at all important,100,0,80,10,10,0,0,NA,NA,NA,NA,NA,0,0,Stayed the same,Can't comment,Can't comment,Somewhat important,1,NA,NA,NA,1,1,Will increase slightly,Can't comment,Can't comment,Will increase slightly,0,0,0,High Income
1,Israel,Israel,Israel,Male,Medicine and Life Science,Israel,1999,Senior academic researcher with >10 years of experience applying for research grants,286,developed,100,NA,0,NA,90,NA,10,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,Some partnership,Yes,NA,NA,NA,NA,1,shift of focus of the partner,Slightly negative,0,43715,43525,0,43809,0,60,50,0,50,0,0,Somewhat important,Somewhat important,Not at all important,Not at all important,100,0,90,10,0,0,100,0,90,10,0,0,0,0,Stayed the same,Can't comment,Can't comment,Very important,1,NA,NA,NA,1,1,Will increase slightly,Will increase slightly,Can't comment,Will increase slightly,0,0,0,High Income
1,Israel,Israel,Israel,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,2007,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,287,developed,100,NA,0,NA,100,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,0,43620,0,0,43525,0,20,No need for applications for this research type,No need for applications for this research type,20,No need for applications for this research type,No need for applications for this research type,Not at all important,Not at all important,Not at all important,Not at all important,100,0,100,0,0,0,0,NA,NA,NA,NA,NA,0,0,Decreased,Can't comment,Can't comment,Not at all important,2,NA,1,1,NA,1,Will decrease slightly,Will stay the same,Will increase slightly,Will decrease slightly,0,0,0,High Income
1,0,Poland,0,Female,Medicine and Life Science,Poland,2010,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,288,developed,100,100,20,0,60,90,20,10,Yes,1,NA,1,NA,NA,1,0,Very positive,Some partnership,No partnership,Yes,1,NA,NA,1,NA,0,Very positive,43525,43715,0,0,43620,0,10,0,0,0,No need for applications for this research type,No need for applications for this research type,Somewhat important,Not at all important,Not at all important,Not at all important,100,0,90,10,0,0,0,NA,NA,NA,NA,NA,0,0,Can't comment,Can't comment,Can't comment,Somewhat important,2,NA,1,1,NA,1,Will decrease considerably,Will increase slightly,Will increase considerably,Will stay the same,0,0,0,High Income
1,California,Israel,United States,Male,"Physical Science (eg. math, physics, chemistry, computer science)",Israel,1986,Senior academic researcher with >10 years of experience applying for research grants,289,developed,100,NA,10,NA,90,NA,0,NA,No,NA,NA,NA,NA,NA,0,0,0,No partnership,0,No,NA,NA,NA,NA,NA,0,0,43525,43715,0,43525,43715,0,40,0,100,40,0,100,Somewhat important,Somewhat important,Not at all important,Not at all important,100,10,20,0,70,0,100,10,20,0,70,0,0,0,Stayed the same,0,Stayed the same,Somewhat important,1,NA,NA,1,NA,1,Will stay the same,0,Will increase slightly,Will stay the same,0,0,0,High Income
1,France,Israel,France,Male,Engineering,Israel,2003,Senior academic researcher with >10 years of experience applying for research grants,290,developed,100,100,70,40,10,30,20,30,Yes,1,1,NA,NA,NA,1,0,Slightly positive,Some partnership,No partnership,Yes,1,1,NA,NA,NA,0,Slightly positive,43525,43525,43525,0,43620,43525,30,30,30,30,30,No need for applications for this research type,Quite important,Quite important,Somewhat important,Somewhat important,100,0,80,20,0,0,100,0,70,30,0,0,0,0,Decreased,Stayed the same,Increased,Not very important,1,NA,NA,1,NA,1,Will decrease slightly,Will increase slightly,Will increase considerably,Will decrease slightly,0,0,"I am a member of an engineering department now and ad such, applied research is my main activity. Nevertheless, I am concerned with the degradation of tje status of the theoretical scientists in my country, especially in the humanities.",High Income
1,Israel,Israel,Israel,Male,Engineering,Israel,0,Early career academic researcher with <10 years experience applying for research grants since completion of PhD,291,developed,100,NA,80,NA,0,NA,20,NA,No,NA,NA,NA,NA,NA,0,0,0,Some partnership,0,No,NA,NA,NA,NA,NA,0,0,43620,43525,43620,43620,43525,43620,0,80,80,0,80,80,Mandatory,Mandatory,Quite important,Quite important,100,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,0,0,Can't comment,Increased,Increased,Very important,1,NA,NA,1,NA,1,Can't comment,Can't comment,Can't comment,Will increase considerably,0,0,0,High Income
1,Israel,Israel,Israel,Male,Engineering,Israel,1993,Senior academic researcher with >10 years of experience applying for research grants,292,developed,100,100,70,50,30,50,0,0,Yes,1,NA,1,NA,NA,1,0,Slightly negative,Strong partnership,Some partnership,Yes,1,NA,NA,1,NA,0,Slightly positive,43715,43525,0,43620,43525,0,20,0,80,50,0,50,Very important,Very important,Mandatory,Mandatory,100,50,50,0,0,0,100,50,50,0,0,0,0,0,Decreased,0,Increased,Somewhat important,1,NA,NA,1,NA,1,Will stay the same,0,Will increase slightly,Will decrease slightly,0,0,0,High Income
